Wall time,Step,Value
1692822384.649313,32768,0.0625
1692822400.9942892,65536,0.0820000022649765
1692822412.9678452,98304,0.3319999873638153
1692822424.8105533,131072,0.17599999904632568
1692822439.3488705,163840,0.20800000429153442
1692822451.7472076,196608,0.47999998927116394
1692822465.829032,229376,0.7160000205039978
1692822478.8077133,262144,1.878000020980835
1692822491.5665233,294912,3.7699999809265137
1692822504.051677,327680,4.478000164031982
1692822516.3879724,360448,7.794000148773193
1692822530.5607386,393216,14.128000259399414
1692822543.2575386,425984,16.167999267578125
1692822557.7248151,458752,36.47600173950195
1692822569.9001071,491520,126.56199645996094
1692822582.1191523,524288,191.48599243164062
1692822594.3964741,557056,238.00799560546875
1692822605.5067265,589824,236.91200256347656
1692822616.561917,622592,181.9720001220703
1692822627.4966402,655360,263.1440124511719
1692822638.1287155,688128,405.0539855957031
1692822648.861203,720896,355.71600341796875
1692822659.6413095,753664,330.97601318359375
1692822672.3571672,786432,330.3500061035156
1692822683.0924666,819200,320.7099914550781
1692822693.9210737,851968,478.15399169921875
1692822704.777645,884736,602.7540283203125
1692822717.0627394,917504,647.072021484375
1692822728.3379338,950272,673.3140258789062
1692822740.3819323,983040,835.2039794921875
1692822751.9265313,1015808,972.6680297851562
1692822763.411859,1048576,1179.2060546875
1692822774.7218347,1081344,1320.10400390625
1692822785.8220181,1114112,1599.3759765625
1692822797.007319,1146880,1758.5579833984375
1692822810.4528725,1179648,1791.2740478515625
1692822821.223381,1212416,1823.02197265625
1692822831.960799,1245184,1993.3260498046875
1692822843.0510795,1277952,2095.322021484375
1692822856.130471,1310720,2288.362060546875
1692822869.1641142,1343488,2399.89404296875
1692822881.372265,1376256,2635.22998046875
1692822893.5051527,1409024,2749.201904296875
1692822906.4083,1441792,2844.4560546875
1692822919.240722,1474560,2907.91796875
1692822931.1520133,1507328,3046.181884765625
1692822944.9848952,1540096,3037.989990234375
1692822956.3350692,1572864,2975.884033203125
1692822967.7021108,1605632,2866.419921875
1692822979.0784671,1638400,2983.2119140625
1692822991.018563,1671168,3081.862060546875
1692823003.4368653,1703936,3260.530029296875
1692823015.566802,1736704,3290.56201171875
1692823027.8694403,1769472,3346.951904296875
1692823040.8802433,1802240,3336.305908203125
1692823052.1678631,1835008,3402.489990234375
1692823063.2862265,1867776,3425.06396484375
1692823075.6138997,1900544,3479.694091796875
1692823089.4915133,1933312,3420.919921875
1692823100.5357616,1966080,3358.77001953125
1692823111.4158378,1998848,3389.008056640625
1692823122.0632129,2031616,3470.583984375
1692823132.9163513,2064384,3576.22998046875
1692823143.9643505,2097152,3581.1201171875
1692823155.0196538,2129920,3472.26611328125
1692823165.6907232,2162688,3471.666015625
1692823176.2809823,2195456,3482.830078125
1692823186.8535686,2228224,3586.803955078125
1692823197.6242852,2260992,3590.196044921875
1692823208.5197706,2293760,3589.615966796875
1692823221.7640097,2326528,3637.52392578125
1692823232.3718207,2359296,3656.659912109375
1692823245.33355,2392064,3657.803955078125
1692823257.1233542,2424832,3662.493896484375
1692823268.345108,2457600,3643.2919921875
1692823279.4045217,2490368,3645.593994140625
1692823290.5379243,2523136,3583.909912109375
1692823301.3686557,2555904,3614.47412109375
1692823312.2616858,2588672,3631.0400390625
1692823323.153304,2621440,3695.865966796875
1692823334.2119927,2654208,3656.466064453125
1692823345.0560048,2686976,3661.384033203125
1692823359.9840808,2719744,3666.699951171875
1692823373.0273423,2752512,3702.006103515625
1692823385.479982,2785280,3688.69189453125
1692823397.9809997,2818048,3678.56396484375
1692823410.8031704,2850816,3687.406005859375
1692823422.8249142,2883584,3597.94189453125
1692823434.8029153,2916352,3607.10009765625
1692823446.8510897,2949120,3608.008056640625
1692823461.0669694,2981888,3700.931884765625
1692823473.5748658,3014656,3701.882080078125
