Wall time,Step,Value
1692822384.6493664,32768,266.2291564941406
1692822400.9948547,65536,266.5089416503906
1692822412.9683995,98304,264.3928527832031
1692822424.8111382,131072,260.1964416503906
1692822439.3494136,163840,255.55963134765625
1692822451.747757,196608,251.82827758789062
1692822465.8295767,229376,247.7767791748047
1692822478.8082604,262144,242.26785278320312
1692822491.5670428,294912,235.59632873535156
1692822504.0522432,327680,228.36363220214844
1692822516.3884985,360448,222.625
1692822527.3019207,384000,229.42666625976562
1692822530.5607874,393216,231.10345458984375
1692822543.2580945,425984,226.4466094970703
1692822557.7253602,458752,245.53125
1692822569.9006426,491520,320.729736328125
1692822582.119808,524288,333.7205810546875
1692822594.3969955,557056,363.3194580078125
1692822605.5072627,589824,369.8450622558594
1692822616.562451,622592,349.3802795410156
1692822627.497163,655360,415.4363708496094
1692822638.1292615,688128,427.9824523925781
1692822648.861842,720896,394.203125
1692822659.641858,753664,435.9344177246094
1692822666.6992896,768000,427.6400146484375
1692822672.3572154,786432,369.6666564941406
1692822683.093039,819200,400.69354248046875
1692822693.9216232,851968,489.1224365234375
1692822704.778192,884736,531.780029296875
1692822717.0633597,917504,482.5454406738281
1692822728.3384547,950272,499.41510009765625
1692822740.382457,983040,613.021728515625
1692822751.9270647,1015808,593.5681762695312
1692822763.4123979,1048576,700.4615478515625
1692822774.7223969,1081344,644.8717651367188
1692822785.8226101,1114112,741.5277709960938
1692822797.007876,1146880,741.810791015625
1692822802.08545,1152000,595.625
1692822810.452921,1179648,683.78125
1692822821.223949,1212416,773.3333129882812
1692822831.9613702,1245184,822.4705810546875
1692822843.0516653,1277952,795.941162109375
1692822856.1310256,1310720,851.53125
1692822869.1646943,1343488,845.242431640625
1692822881.372815,1376256,870.38232421875
1692822893.505699,1409024,865.757568359375
1692822906.4088328,1441792,828.7428588867188
1692822919.2412584,1474560,916.46875
1692822931.1525445,1507328,912.0882568359375
1692822943.6585598,1536000,863.7000122070312
1692822944.9849453,1540096,894.0
1692822956.3356156,1572864,868.2857055664062
1692822967.7027373,1605632,880.3333129882812
1692822979.0789924,1638400,918.0606079101562
1692822991.0193527,1671168,927.8787841796875
1692823003.4374473,1703936,936.125
1692823015.5673451,1736704,935.6666870117188
1692823027.8701115,1769472,937.3636474609375
1692823040.8808014,1802240,933.0908813476562
1692823052.168389,1835008,946.9705810546875
1692823063.2868836,1867776,945.21875
1692823075.6144373,1900544,950.6363525390625
1692823085.4167194,1920000,957.1500244140625
1692823089.4915633,1933312,849.0
1692823100.5362792,1966080,912.6857299804688
1692823111.4163713,1998848,956.21875
1692823122.0637882,2031616,958.0
1692823132.9168932,2064384,958.4375
1692823143.9649746,2097152,958.09375
1692823155.0202115,2129920,914.11767578125
1692823165.6912522,2162688,962.78125
1692823176.2815022,2195456,968.48486328125
1692823186.8540845,2228224,972.125
1692823197.6248107,2260992,977.3030395507812
1692823208.520311,2293760,974.59375
1692823215.0489902,2304000,974.9285888671875
1692823221.7640572,2326528,984.0526123046875
1692823232.3723881,2359296,979.78125
1692823245.3340838,2392064,982.51513671875
1692823257.1239054,2424832,984.4375
1692823268.3456497,2457600,988.0294189453125
1692823279.4050634,2490368,984.0302734375
1692823290.5384665,2523136,969.0
1692823301.3691704,2555904,981.8181762695312
1692823312.2622223,2588672,982.8181762695312
1692823323.1538515,2621440,983.9117431640625
1692823334.212575,2654208,966.5454711914062
1692823345.0565717,2686976,987.0
1692823349.231443,2688000,986.0
1692823359.9841285,2719744,987.71875
1692823373.0278878,2752512,987.34375
1692823385.480791,2785280,985.78125
1692823397.9815533,2818048,980.51513671875
1692823410.8037357,2850816,983.21875
1692823422.8254378,2883584,937.7058715820312
1692823434.8034456,2916352,982.84375
1692823446.8516607,2949120,979.0625
1692823461.0675385,2981888,981.0
1692823473.5753887,3014656,979.5625
